s,h:m:s,max_rss,max_vms,max_uss,max_pss,io_in,io_out,mean_load,repeat,sample,rule,threads_per_rule,pipeline,filepath
502.4391,0:08:22,9049.74,14371.8,8704.14,8713.73,7470.43,12389.87,1662.53,1,dummy2_NIST,trim_galore_pe,32,human_genomics_pipeline,./resource_bench_32_thread/cohort/human_genomics_pipeline/workflow/benchmarks/trim_galore_pe
423.5671,0:07:03,8380.94,13701.32,8034.59,8044.07,0.0,11540.53,1740.6,2,dummy2_NIST,trim_galore_pe,32,human_genomics_pipeline,./resource_bench_32_thread/cohort/human_genomics_pipeline/workflow/benchmarks/trim_galore_pe
415.7527,0:06:55,8682.95,14003.92,8337.0,8346.38,0.0,11611.93,1767.09,3,dummy2_NIST,trim_galore_pe,32,human_genomics_pipeline,./resource_bench_32_thread/cohort/human_genomics_pipeline/workflow/benchmarks/trim_galore_pe
529.0218,0:08:49,9107.32,14431.97,8764.85,8774.19,7470.43,11689.8,1512.54,1,dummy1_NIST,trim_galore_pe,32,human_genomics_pipeline,./resource_bench_32_thread/cohort/human_genomics_pipeline/workflow/benchmarks/trim_galore_pe
443.9917,0:07:23,9137.14,14463.12,8796.62,8805.83,0.0,11624.97,1678.04,2,dummy1_NIST,trim_galore_pe,32,human_genomics_pipeline,./resource_bench_32_thread/cohort/human_genomics_pipeline/workflow/benchmarks/trim_galore_pe
440.8058,0:07:20,7935.21,13258.14,7591.76,7601.05,0.0,11701.25,1693.26,3,dummy1_NIST,trim_galore_pe,32,human_genomics_pipeline,./resource_bench_32_thread/cohort/human_genomics_pipeline/workflow/benchmarks/trim_galore_pe
615.0766,0:10:15,9084.68,14411.02,8744.52,8753.99,7484.0,11859.86,1329.81,1,NIST7035_NIST,trim_galore_pe,32,human_genomics_pipeline,./resource_bench_32_thread/cohort/human_genomics_pipeline/workflow/benchmarks/trim_galore_pe
525.6691,0:08:45,7851.7,13173.7,7505.16,7514.8,0.0,11992.16,1537.77,2,NIST7035_NIST,trim_galore_pe,32,human_genomics_pipeline,./resource_bench_32_thread/cohort/human_genomics_pipeline/workflow/benchmarks/trim_galore_pe
515.5547,0:08:35,8240.82,13572.27,7903.07,7912.53,0.12,12278.11,1610.16,3,NIST7035_NIST,trim_galore_pe,32,human_genomics_pipeline,./resource_bench_32_thread/cohort/human_genomics_pipeline/workflow/benchmarks/trim_galore_pe
1171.0669,0:19:31,30802.53,39138.75,30794.71,30795.15,0.0,7386.62,1218.35,1,dummy2_NIST,gatk_MarkDuplicates,32,human_genomics_pipeline,./resource_bench_32_thread/cohort/human_genomics_pipeline/workflow/benchmarks/gatk_MarkDuplicates
1188.8143,0:19:48,30849.84,39138.75,30842.07,30842.49,0.0,7656.18,1262.59,2,dummy2_NIST,gatk_MarkDuplicates,32,human_genomics_pipeline,./resource_bench_32_thread/cohort/human_genomics_pipeline/workflow/benchmarks/gatk_MarkDuplicates
1235.2777,0:20:35,27628.0,39138.75,27620.47,27620.88,0.0,8016.99,1353.55,3,dummy2_NIST,gatk_MarkDuplicates,32,human_genomics_pipeline,./resource_bench_32_thread/cohort/human_genomics_pipeline/workflow/benchmarks/gatk_MarkDuplicates
1107.1694,0:18:27,30802.75,39138.75,30796.52,30796.87,0.0,7276.5,1246.19,1,dummy1_NIST,gatk_MarkDuplicates,32,human_genomics_pipeline,./resource_bench_32_thread/cohort/human_genomics_pipeline/workflow/benchmarks/gatk_MarkDuplicates
1061.4932,0:17:41,31027.83,39138.75,31020.36,31020.73,0.0,7674.93,1304.89,2,dummy1_NIST,gatk_MarkDuplicates,32,human_genomics_pipeline,./resource_bench_32_thread/cohort/human_genomics_pipeline/workflow/benchmarks/gatk_MarkDuplicates
1056.5346,0:17:36,30977.29,39138.75,30969.5,30969.87,0.97,7904.33,1292.34,3,dummy1_NIST,gatk_MarkDuplicates,32,human_genomics_pipeline,./resource_bench_32_thread/cohort/human_genomics_pipeline/workflow/benchmarks/gatk_MarkDuplicates
1220.4521,0:20:20,30783.5,39138.75,30775.52,30775.91,940.39,7495.76,1080.15,1,NIST7035_NIST,gatk_MarkDuplicates,32,human_genomics_pipeline,./resource_bench_32_thread/cohort/human_genomics_pipeline/workflow/benchmarks/gatk_MarkDuplicates
1150.7937,0:19:10,30643.35,39138.75,30635.7,30636.06,0.19,7838.59,1067.4,2,NIST7035_NIST,gatk_MarkDuplicates,32,human_genomics_pipeline,./resource_bench_32_thread/cohort/human_genomics_pipeline/workflow/benchmarks/gatk_MarkDuplicates
1313.7942,0:21:53,30888.04,39138.75,30880.62,30881.01,1.14,7616.0,1150.17,3,NIST7035_NIST,gatk_MarkDuplicates,32,human_genomics_pipeline,./resource_bench_32_thread/cohort/human_genomics_pipeline/workflow/benchmarks/gatk_MarkDuplicates
341.7721,0:05:41,4972.02,11479.28,4961.8,4962.92,3524.97,0.21,92.82,1,dummy2_NIST,fastqc,32,human_genomics_pipeline,./resource_bench_32_thread/cohort/human_genomics_pipeline/workflow/benchmarks/fastqc
333.235,0:05:33,4973.12,11349.27,4962.77,4963.92,0.0,0.2,95.69,2,dummy2_NIST,fastqc,32,human_genomics_pipeline,./resource_bench_32_thread/cohort/human_genomics_pipeline/workflow/benchmarks/fastqc
325.2239,0:05:25,4977.58,11349.27,4967.61,4968.76,0.0,0.2,98.14,3,dummy2_NIST,fastqc,32,human_genomics_pipeline,./resource_bench_32_thread/cohort/human_genomics_pipeline/workflow/benchmarks/fastqc
331.2514,0:05:31,4977.17,11349.27,4966.75,4967.9,3582.86,0.21,96.07,1,dummy1_NIST,fastqc,32,human_genomics_pipeline,./resource_bench_32_thread/cohort/human_genomics_pipeline/workflow/benchmarks/fastqc
334.1972,0:05:34,4973.7,11414.28,4963.75,4964.91,0.0,0.21,95.49,2,dummy1_NIST,fastqc,32,human_genomics_pipeline,./resource_bench_32_thread/cohort/human_genomics_pipeline/workflow/benchmarks/fastqc
324.2814,0:05:24,4974.3,11349.27,4964.02,4964.9,0.0,0.21,98.38,3,dummy1_NIST,fastqc,32,human_genomics_pipeline,./resource_bench_32_thread/cohort/human_genomics_pipeline/workflow/benchmarks/fastqc
289.8627,0:04:49,5008.99,11616.95,4999.32,5000.0,3697.59,0.39,95.56,1,NIST7035_NIST,fastqc,32,human_genomics_pipeline,./resource_bench_32_thread/cohort/human_genomics_pipeline/workflow/benchmarks/fastqc
353.2014,0:05:53,4975.39,11414.28,4964.95,4965.62,0.0,0.22,98.73,2,NIST7035_NIST,fastqc,32,human_genomics_pipeline,./resource_bench_32_thread/cohort/human_genomics_pipeline/workflow/benchmarks/fastqc
274.3636,0:04:34,4984.7,11414.28,4974.34,4975.01,0.0,0.18,94.53,3,NIST7035_NIST,fastqc,32,human_genomics_pipeline,./resource_bench_32_thread/cohort/human_genomics_pipeline/workflow/benchmarks/fastqc
414.0047,0:06:54,3717.34,4837.04,1707.31,1766.24,0.0,70.53,34.68,1,NIST7035_NIST,vep,32,vcf_annotation_pipeline,./resource_bench_32_thread/single/vcf_annotation_pipeline/workflow/benchmarks/vep
414.7509,0:06:54,3508.38,4626.95,1489.76,1545.34,0.0,70.53,36.26,2,NIST7035_NIST,vep,32,vcf_annotation_pipeline,./resource_bench_32_thread/single/vcf_annotation_pipeline/workflow/benchmarks/vep
411.9339,0:06:51,4649.69,5770.37,2617.8,2677.02,0.0,70.53,35.18,3,NIST7035_NIST,vep,32,vcf_annotation_pipeline,./resource_bench_32_thread/single/vcf_annotation_pipeline/workflow/benchmarks/vep
2738.0213,0:45:38,58.44,84.51,53.07,53.54,0.0,663.05,99.2,1,NIST7035_NIST,genmod_annotate_CADD,32,vcf_annotation_pipeline,./resource_bench_32_thread/single/vcf_annotation_pipeline/workflow/benchmarks/genmod_annotate_CADD
2729.6772,0:45:29,58.43,84.51,53.05,53.5,0.0,664.18,99.49,2,NIST7035_NIST,genmod_annotate_CADD,32,vcf_annotation_pipeline,./resource_bench_32_thread/single/vcf_annotation_pipeline/workflow/benchmarks/genmod_annotate_CADD
2730.0936,0:45:30,58.31,84.51,53.03,53.47,0.0,664.12,99.48,3,NIST7035_NIST,genmod_annotate_CADD,32,vcf_annotation_pipeline,./resource_bench_32_thread/single/vcf_annotation_pipeline/workflow/benchmarks/genmod_annotate_CADD
12.4987,0:00:12,10.04,62.59,5.4,5.75,0.0,71.01,86.11,1,NIST7035_NIST,bcftools_view_multiallelicsites,32,vcf_annotation_pipeline,./resource_bench_32_thread/single/vcf_annotation_pipeline/workflow/benchmarks/bcftools_view_multiallelicsites
12.6597,0:00:12,10.0,62.59,5.47,5.81,0.0,71.01,87.29,2,NIST7035_NIST,bcftools_view_multiallelicsites,32,vcf_annotation_pipeline,./resource_bench_32_thread/single/vcf_annotation_pipeline/workflow/benchmarks/bcftools_view_multiallelicsites
12.4563,0:00:12,10.07,62.59,5.4,5.75,0.0,71.01,86.34,3,NIST7035_NIST,bcftools_view_multiallelicsites,32,vcf_annotation_pipeline,./resource_bench_32_thread/single/vcf_annotation_pipeline/workflow/benchmarks/bcftools_view_multiallelicsites
72.3605,0:01:12,2012.13,22087.88,2007.2,2007.71,0.0,383.46,94.4,1,NIST7035_NIST,SnpSift_annotate_dbSNP,32,vcf_annotation_pipeline,./resource_bench_32_thread/single/vcf_annotation_pipeline/workflow/benchmarks/SnpSift_annotate_dbSNP
76.2028,0:01:16,2039.3,22217.89,2032.14,2032.68,0.0,402.43,93.31,2,NIST7035_NIST,SnpSift_annotate_dbSNP,32,vcf_annotation_pipeline,./resource_bench_32_thread/single/vcf_annotation_pipeline/workflow/benchmarks/SnpSift_annotate_dbSNP
73.0461,0:01:13,2018.86,22217.89,2013.73,2014.27,0.0,389.0,99.49,3,NIST7035_NIST,SnpSift_annotate_dbSNP,32,vcf_annotation_pipeline,./resource_bench_32_thread/single/vcf_annotation_pipeline/workflow/benchmarks/SnpSift_annotate_dbSNP
3827.1695,1:03:47,11538.03,22607.91,11530.89,11531.23,0.0,99.5,114.73,1,NIST7035_NIST,SnpSift_dbnsfp,32,vcf_annotation_pipeline,./resource_bench_32_thread/single/vcf_annotation_pipeline/workflow/benchmarks/SnpSift_dbnsfp
4094.1811,1:08:14,7954.34,22542.91,7947.18,7947.68,0.0,99.64,114.52,2,NIST7035_NIST,SnpSift_dbnsfp,32,vcf_annotation_pipeline,./resource_bench_32_thread/single/vcf_annotation_pipeline/workflow/benchmarks/SnpSift_dbnsfp
3493.2694,0:58:13,10889.99,22737.92,10882.66,10883.19,0.0,99.29,113.69,3,NIST7035_NIST,SnpSift_dbnsfp,32,vcf_annotation_pipeline,./resource_bench_32_thread/single/vcf_annotation_pipeline/workflow/benchmarks/SnpSift_dbnsfp
52.1481,0:00:52,23.85,49.05,18.54,18.99,0.01,549.43,84.83,1,NIST7035_NIST,genmod_score,32,vcf_annotation_pipeline,./resource_bench_32_thread/single/vcf_annotation_pipeline/workflow/benchmarks/genmod_score
56.3734,0:00:56,23.89,49.02,18.57,18.99,0.0,559.99,79.3,2,NIST7035_NIST,genmod_score,32,vcf_annotation_pipeline,./resource_bench_32_thread/single/vcf_annotation_pipeline/workflow/benchmarks/genmod_score
53.8397,0:00:53,23.74,49.02,18.54,18.96,0.0,556.7,82.72,3,NIST7035_NIST,genmod_score,32,vcf_annotation_pipeline,./resource_bench_32_thread/single/vcf_annotation_pipeline/workflow/benchmarks/genmod_score
28.3272,0:00:28,2563.64,36665.5,2559.5,2561.4,43.21,0.65,120.34,1,NIST7035_NIST,gatk_FilterVariantTranches,32,vcf_annotation_pipeline,./resource_bench_32_thread/single/vcf_annotation_pipeline/workflow/benchmarks/gatk_FilterVariantTranches
30.5045,0:00:30,2614.58,36665.5,2610.86,2612.72,43.21,0.66,118.56,2,NIST7035_NIST,gatk_FilterVariantTranches,32,vcf_annotation_pipeline,./resource_bench_32_thread/single/vcf_annotation_pipeline/workflow/benchmarks/gatk_FilterVariantTranches
31.4682,0:00:31,2319.86,36665.5,2319.32,2321.22,43.21,0.65,115.24,3,NIST7035_NIST,gatk_FilterVariantTranches,32,vcf_annotation_pipeline,./resource_bench_32_thread/single/vcf_annotation_pipeline/workflow/benchmarks/gatk_FilterVariantTranches
8109.0104,2:15:09,29430.38,87890.52,29421.88,29427.83,8495.85,19.74,1041.25,1,NIST7035_NIST,gatk_CNNScoreVariants,32,vcf_annotation_pipeline,./resource_bench_32_thread/single/vcf_annotation_pipeline/workflow/benchmarks/gatk_CNNScoreVariants
7989.5515,2:13:09,29454.03,87890.52,29444.73,29450.61,114.52,108.58,1058.87,2,NIST7035_NIST,gatk_CNNScoreVariants,32,vcf_annotation_pipeline,./resource_bench_32_thread/single/vcf_annotation_pipeline/workflow/benchmarks/gatk_CNNScoreVariants
7455.7715,2:04:15,29443.48,87894.52,29433.85,29439.69,113.85,19.2,1115.84,3,NIST7035_NIST,gatk_CNNScoreVariants,32,vcf_annotation_pipeline,./resource_bench_32_thread/single/vcf_annotation_pipeline/workflow/benchmarks/gatk_CNNScoreVariants
17163.7985,4:46:03,11816.1,36883.96,11807.73,11808.02,7772.97,97.32,560.29,1,NIST7035_NIST,gatk_HaplotypeCaller_single,32,human_genomics_pipeline,./resource_bench_32_thread/single/human_genomics_pipeline/workflow/benchmarks/gatk_HaplotypeCaller_single
15123.8683,4:12:03,11937.37,36883.96,11929.22,11929.52,0.02,96.23,595.93,2,NIST7035_NIST,gatk_HaplotypeCaller_single,32,human_genomics_pipeline,./resource_bench_32_thread/single/human_genomics_pipeline/workflow/benchmarks/gatk_HaplotypeCaller_single
14012.996,3:53:32,12169.37,36883.96,12161.22,12161.5,0.0,95.89,625.38,3,NIST7035_NIST,gatk_HaplotypeCaller_single,32,human_genomics_pipeline,./resource_bench_32_thread/single/human_genomics_pipeline/workflow/benchmarks/gatk_HaplotypeCaller_single
2085.9756,0:34:45,5213.07,36605.68,5206.74,5206.96,3080.17,2.27,110.79,1,NIST7035_NIST,gatk_BaseRecalibrator,32,human_genomics_pipeline,./resource_bench_32_thread/single/human_genomics_pipeline/workflow/benchmarks/gatk_BaseRecalibrator
2197.9123,0:36:37,5210.32,36605.68,5206.37,5206.64,0.0,2.36,112.27,2,NIST7035_NIST,gatk_BaseRecalibrator,32,human_genomics_pipeline,./resource_bench_32_thread/single/human_genomics_pipeline/workflow/benchmarks/gatk_BaseRecalibrator
2354.9214,0:39:14,3916.95,36605.68,3909.64,3909.8,0.0,2.45,107.95,3,NIST7035_NIST,gatk_BaseRecalibrator,32,human_genomics_pipeline,./resource_bench_32_thread/single/human_genomics_pipeline/workflow/benchmarks/gatk_BaseRecalibrator
2058.3083,0:34:18,26312.85,46900.46,26302.95,26303.2,4102.92,17960.41,1628.58,1,NIST7035_NIST,bwa_mem,32,human_genomics_pipeline,./resource_bench_32_thread/single/human_genomics_pipeline/workflow/benchmarks/bwa_mem
1996.0326,0:33:16,27139.21,46900.46,27131.72,27131.98,0.16,17290.18,1661.34,2,NIST7035_NIST,bwa_mem,32,human_genomics_pipeline,./resource_bench_32_thread/single/human_genomics_pipeline/workflow/benchmarks/bwa_mem
2003.3212,0:33:23,28137.37,46900.46,28127.48,28127.78,0.02,18035.58,1664.91,3,NIST7035_NIST,bwa_mem,32,human_genomics_pipeline,./resource_bench_32_thread/single/human_genomics_pipeline/workflow/benchmarks/bwa_mem
1417.5666,0:23:37,1946.42,36722.35,1925.79,1930.56,5.92,8667.54,168.29,1,NIST7035_NIST,gatk_ApplyBQSR,32,human_genomics_pipeline,./resource_bench_32_thread/single/human_genomics_pipeline/workflow/benchmarks/gatk_ApplyBQSR
1475.4947,0:24:35,1615.95,36722.35,1594.85,1599.66,0.0,8688.78,167.26,2,NIST7035_NIST,gatk_ApplyBQSR,32,human_genomics_pipeline,./resource_bench_32_thread/single/human_genomics_pipeline/workflow/benchmarks/gatk_ApplyBQSR
1475.0208,0:24:35,1672.27,36722.35,1651.65,1656.57,0.01,8687.25,168.15,3,NIST7035_NIST,gatk_ApplyBQSR,32,human_genomics_pipeline,./resource_bench_32_thread/single/human_genomics_pipeline/workflow/benchmarks/gatk_ApplyBQSR
453.794,0:07:33,8026.27,13345.88,7678.02,7687.14,3772.84,12035.71,1692.76,1,NIST7035_NIST,trim_galore_pe,32,human_genomics_pipeline,./resource_bench_32_thread/single/human_genomics_pipeline/workflow/benchmarks/trim_galore_pe
422.6544,0:07:02,8578.14,13907.09,8235.43,8244.45,0.0,12160.1,1836.85,2,NIST7035_NIST,trim_galore_pe,32,human_genomics_pipeline,./resource_bench_32_thread/single/human_genomics_pipeline/workflow/benchmarks/trim_galore_pe
418.443,0:06:58,8501.32,13825.56,8154.93,8164.09,0.0,12319.49,1880.38,3,NIST7035_NIST,trim_galore_pe,32,human_genomics_pipeline,./resource_bench_32_thread/single/human_genomics_pipeline/workflow/benchmarks/trim_galore_pe
1170.5745,0:19:30,27661.78,39138.76,27653.95,27654.19,68.75,8010.68,1463.49,1,NIST7035_NIST,gatk_MarkDuplicates,32,human_genomics_pipeline,./resource_bench_32_thread/single/human_genomics_pipeline/workflow/benchmarks/gatk_MarkDuplicates
1107.0181,0:18:27,30958.6,39138.76,30952.82,30953.07,0.0,7571.46,1283.96,2,NIST7035_NIST,gatk_MarkDuplicates,32,human_genomics_pipeline,./resource_bench_32_thread/single/human_genomics_pipeline/workflow/benchmarks/gatk_MarkDuplicates
1113.0299,0:18:33,30813.33,39138.76,30805.53,30805.78,0.02,8022.28,1253.38,3,NIST7035_NIST,gatk_MarkDuplicates,32,human_genomics_pipeline,./resource_bench_32_thread/single/human_genomics_pipeline/workflow/benchmarks/gatk_MarkDuplicates
294.2515,0:04:54,4978.8,11479.29,4968.54,4968.87,0.0,0.18,98.41,1,NIST7035_NIST,fastqc,32,human_genomics_pipeline,./resource_bench_32_thread/single/human_genomics_pipeline/workflow/benchmarks/fastqc
268.1476,0:04:28,4975.65,11284.28,4965.36,4965.69,0.0,0.18,96.61,2,NIST7035_NIST,fastqc,32,human_genomics_pipeline,./resource_bench_32_thread/single/human_genomics_pipeline/workflow/benchmarks/fastqc
266.1105,0:04:26,4978.03,11414.22,4967.93,4968.24,0.0,0.19,97.38,3,NIST7035_NIST,fastqc,32,human_genomics_pipeline,./resource_bench_32_thread/single/human_genomics_pipeline/workflow/benchmarks/fastqc
61.6629,0:01:01,16993.59,71675.59,16987.32,16987.61,23.36,557.96,139.2,1,NIST7035_NIST,gatk_CalculateGenotypePosteriors,08,vcf_annotation_pipeline,./resource_bench_08_thread/cohort/vcf_annotation_pipeline/workflow/benchmarks/gatk_CalculateGenotypePosteriors
64.8477,0:01:04,16966.79,71675.59,16960.7,16960.99,0.0,582.71,122.26,2,NIST7035_NIST,gatk_CalculateGenotypePosteriors,08,vcf_annotation_pipeline,./resource_bench_08_thread/cohort/vcf_annotation_pipeline/workflow/benchmarks/gatk_CalculateGenotypePosteriors
69.7545,0:01:09,16994.32,71673.04,16987.84,16988.15,0.0,532.21,120.64,3,NIST7035_NIST,gatk_CalculateGenotypePosteriors,08,vcf_annotation_pipeline,./resource_bench_08_thread/cohort/vcf_annotation_pipeline/workflow/benchmarks/gatk_CalculateGenotypePosteriors
426.7644,0:07:06,8637.8,30234.59,8600.28,8616.44,34.87,1.04,103.04,1,NIST7035_NIST,gatk4_VariantRecalibrator_snp,08,vcf_annotation_pipeline,./resource_bench_08_thread/cohort/vcf_annotation_pipeline/workflow/benchmarks/gatk4_VariantRecalibrator_snp
385.4866,0:06:25,8807.03,30694.45,8798.9,8799.53,0.0,33.47,111.34,2,NIST7035_NIST,gatk4_VariantRecalibrator_snp,08,vcf_annotation_pipeline,./resource_bench_08_thread/cohort/vcf_annotation_pipeline/workflow/benchmarks/gatk4_VariantRecalibrator_snp
381.6233,0:06:21,8811.37,30725.3,8797.21,8800.53,0.0,42.18,111.12,3,NIST7035_NIST,gatk4_VariantRecalibrator_snp,08,vcf_annotation_pipeline,./resource_bench_08_thread/cohort/vcf_annotation_pipeline/workflow/benchmarks/gatk4_VariantRecalibrator_snp
630.0341,0:10:30,2151.18,2492.7,1505.93,1574.58,13128.1,76.81,21.18,1,NIST7035_NIST,vep,08,vcf_annotation_pipeline,./resource_bench_08_thread/cohort/vcf_annotation_pipeline/workflow/benchmarks/vep
583.6896,0:09:43,3047.96,3390.58,2436.59,2497.47,0.0,76.72,24.31,2,NIST7035_NIST,vep,08,vcf_annotation_pipeline,./resource_bench_08_thread/cohort/vcf_annotation_pipeline/workflow/benchmarks/vep
585.2189,0:09:45,2920.75,3261.97,2309.48,2370.21,0.0,76.61,22.25,3,NIST7035_NIST,vep,08,vcf_annotation_pipeline,./resource_bench_08_thread/cohort/vcf_annotation_pipeline/workflow/benchmarks/vep
15.0955,0:00:15,1883.74,36600.97,1876.7,1876.92,0.0,115.7,364.61,1,NIST7035_NIST,gatk_VQSR_indel,08,vcf_annotation_pipeline,./resource_bench_08_thread/cohort/vcf_annotation_pipeline/workflow/benchmarks/gatk_VQSR_indel
17.2525,0:00:17,2139.19,36600.97,2131.99,2132.19,0.0,115.71,298.82,2,NIST7035_NIST,gatk_VQSR_indel,08,vcf_annotation_pipeline,./resource_bench_08_thread/cohort/vcf_annotation_pipeline/workflow/benchmarks/gatk_VQSR_indel
17.1057,0:00:17,1707.78,36600.97,1702.92,1703.13,0.0,115.7,289.3,3,NIST7035_NIST,gatk_VQSR_indel,08,vcf_annotation_pipeline,./resource_bench_08_thread/cohort/vcf_annotation_pipeline/workflow/benchmarks/gatk_VQSR_indel
3348.0493,0:55:48,58.12,84.33,52.91,53.12,58540.96,729.38,95.75,1,NIST7035_NIST,genmod_annotate_CADD,08,vcf_annotation_pipeline,./resource_bench_08_thread/cohort/vcf_annotation_pipeline/workflow/benchmarks/genmod_annotate_CADD
2944.7348,0:49:04,58.18,84.33,52.91,53.15,0.03,730.11,99.3,2,NIST7035_NIST,genmod_annotate_CADD,08,vcf_annotation_pipeline,./resource_bench_08_thread/cohort/vcf_annotation_pipeline/workflow/benchmarks/genmod_annotate_CADD
2962.3786,0:49:22,58.23,84.33,52.96,53.17,0.0,732.85,99.59,3,NIST7035_NIST,genmod_annotate_CADD,08,vcf_annotation_pipeline,./resource_bench_08_thread/cohort/vcf_annotation_pipeline/workflow/benchmarks/genmod_annotate_CADD
16.8498,0:00:16,10.0,62.6,5.38,5.53,2.74,80.29,82.44,1,NIST7035_NIST,bcftools_view_multiallelicsites,08,vcf_annotation_pipeline,./resource_bench_08_thread/cohort/vcf_annotation_pipeline/workflow/benchmarks/bcftools_view_multiallelicsites
16.0236,0:00:16,9.91,62.6,5.37,5.53,0.0,80.29,86.81,2,NIST7035_NIST,bcftools_view_multiallelicsites,08,vcf_annotation_pipeline,./resource_bench_08_thread/cohort/vcf_annotation_pipeline/workflow/benchmarks/bcftools_view_multiallelicsites
15.9313,0:00:15,9.83,62.6,5.31,5.46,0.0,80.29,91.03,3,NIST7035_NIST,bcftools_view_multiallelicsites,08,vcf_annotation_pipeline,./resource_bench_08_thread/cohort/vcf_annotation_pipeline/workflow/benchmarks/bcftools_view_multiallelicsites
103.1171,0:01:43,2064.79,22217.89,2057.74,2058.02,106.08,537.6,88.6,1,NIST7035_NIST,SnpSift_annotate_dbSNP,08,vcf_annotation_pipeline,./resource_bench_08_thread/cohort/vcf_annotation_pipeline/workflow/benchmarks/SnpSift_annotate_dbSNP
79.5694,0:01:19,2545.22,22217.89,2538.24,2538.53,0.0,772.87,137.18,2,NIST7035_NIST,SnpSift_annotate_dbSNP,08,vcf_annotation_pipeline,./resource_bench_08_thread/cohort/vcf_annotation_pipeline/workflow/benchmarks/SnpSift_annotate_dbSNP
84.4609,0:01:24,2544.12,22152.89,2538.32,2538.61,0.0,753.89,130.87,3,NIST7035_NIST,SnpSift_annotate_dbSNP,08,vcf_annotation_pipeline,./resource_bench_08_thread/cohort/vcf_annotation_pipeline/workflow/benchmarks/SnpSift_annotate_dbSNP
3940.4092,1:05:40,11131.71,22802.93,11124.65,11124.89,22753.31,139.04,111.77,1,NIST7035_NIST,SnpSift_dbnsfp,08,vcf_annotation_pipeline,./resource_bench_08_thread/cohort/vcf_annotation_pipeline/workflow/benchmarks/SnpSift_dbnsfp
4025.408,1:07:05,10129.79,22478.87,10122.77,10123.01,0.0,138.46,112.0,2,NIST7035_NIST,SnpSift_dbnsfp,08,vcf_annotation_pipeline,./resource_bench_08_thread/cohort/vcf_annotation_pipeline/workflow/benchmarks/SnpSift_dbnsfp
3810.3927,1:03:30,10644.11,23062.94,10637.28,10637.51,0.0,138.6,112.22,3,NIST7035_NIST,SnpSift_dbnsfp,08,vcf_annotation_pipeline,./resource_bench_08_thread/cohort/vcf_annotation_pipeline/workflow/benchmarks/SnpSift_dbnsfp
49.2686,0:00:49,23.66,48.98,18.43,18.63,0.0,670.92,85.93,1,NIST7035_NIST,genmod_score,08,vcf_annotation_pipeline,./resource_bench_08_thread/cohort/vcf_annotation_pipeline/workflow/benchmarks/genmod_score
48.5201,0:00:48,23.75,48.96,18.46,18.66,0.0,705.88,90.87,2,NIST7035_NIST,genmod_score,08,vcf_annotation_pipeline,./resource_bench_08_thread/cohort/vcf_annotation_pipeline/workflow/benchmarks/genmod_score
50.9048,0:00:50,23.8,48.98,18.44,18.65,0.0,713.24,85.44,3,NIST7035_NIST,genmod_score,08,vcf_annotation_pipeline,./resource_bench_08_thread/cohort/vcf_annotation_pipeline/workflow/benchmarks/genmod_score
259.4455,0:04:19,8702.38,30721.42,8653.67,8672.0,147.83,17.06,103.46,1,NIST7035_NIST,gatk_VariantRecalibrator_indel,08,vcf_annotation_pipeline,./resource_bench_08_thread/cohort/vcf_annotation_pipeline/workflow/benchmarks/gatk_VariantRecalibrator_indel
259.0041,0:04:19,8695.12,30724.48,8647.36,8666.69,0.0,20.16,110.54,2,NIST7035_NIST,gatk_VariantRecalibrator_indel,08,vcf_annotation_pipeline,./resource_bench_08_thread/cohort/vcf_annotation_pipeline/workflow/benchmarks/gatk_VariantRecalibrator_indel
272.7509,0:04:32,8542.36,30234.59,8503.0,8519.22,0.0,0.92,105.59,3,NIST7035_NIST,gatk_VariantRecalibrator_indel,08,vcf_annotation_pipeline,./resource_bench_08_thread/cohort/vcf_annotation_pipeline/workflow/benchmarks/gatk_VariantRecalibrator_indel
16.4206,0:00:16,2054.05,36600.97,2059.39,2059.59,0.0,130.8,309.31,1,NIST7035_NIST,gatk_VQSR_snp,08,vcf_annotation_pipeline,./resource_bench_08_thread/cohort/vcf_annotation_pipeline/workflow/benchmarks/gatk_VQSR_snp
21.6033,0:00:21,1884.73,36600.97,1878.17,1878.37,0.0,131.07,204.03,2,NIST7035_NIST,gatk_VQSR_snp,08,vcf_annotation_pipeline,./resource_bench_08_thread/cohort/vcf_annotation_pipeline/workflow/benchmarks/gatk_VQSR_snp
19.6319,0:00:19,2098.02,36600.97,2091.36,2091.59,0.0,120.71,248.74,3,NIST7035_NIST,gatk_VQSR_snp,08,vcf_annotation_pipeline,./resource_bench_08_thread/cohort/vcf_annotation_pipeline/workflow/benchmarks/gatk_VQSR_snp
10.5606,0:00:10,469.02,5187.34,462.18,462.48,0.36,676.13,150.29,1,NIST7035_NIST,SnpSift_filter_proband,08,vcf_annotation_pipeline,./resource_bench_08_thread/cohort/vcf_annotation_pipeline/workflow/benchmarks/SnpSift_filter_proband
27.1601,0:00:27,450.46,5187.34,443.17,443.47,0.0,700.64,59.69,2,NIST7035_NIST,SnpSift_filter_proband,08,vcf_annotation_pipeline,./resource_bench_08_thread/cohort/vcf_annotation_pipeline/workflow/benchmarks/SnpSift_filter_proband
21.0244,0:00:21,471.2,5252.34,464.46,464.76,0.0,699.12,78.47,3,NIST7035_NIST,SnpSift_filter_proband,08,vcf_annotation_pipeline,./resource_bench_08_thread/cohort/vcf_annotation_pipeline/workflow/benchmarks/SnpSift_filter_proband
